date       ,oven_id ,layer_id ,lamp_id              ,anomaly_accumulation_hour ,relative_days ,relative_days_bias ,hour_bias ,power_setup ,in_temperature ,out_temperature ,A_temperature ,B_temperature ,anomaly_total_number
2022-04-20 ,      1 ,       2 ,83_113               ,       7184.0             ,          114 ,                36 ,     1293 ,       70.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   2
2022-04-24 ,      1 ,       2 ,70_76                ,       7253.0             ,          118 ,                 4 ,       69 ,       70.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   2
2022-04-28 ,      1 ,       2 ,100_114              ,       7317.0             ,          122 ,                 4 ,       64 ,       70.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   2
2022-05-09 ,      1 ,       2 ,42_74                ,       7506.0             ,          133 ,                11 ,      189 ,       70.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   2
2022-05-16 ,      1 ,       2 ,87_102               ,       7637.0             ,          140 ,                 7 ,      131 ,       70.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   2
2022-05-26 ,      1 ,       2 ,56_58                ,       7815.0             ,          150 ,                10 ,      178 ,       70.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   2
2022-06-04 ,      1 ,       2 ,10_16                ,       7971.0             ,          159 ,                 9 ,      156 ,       70.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   2
2022-06-11 ,      1 ,       2 ,19_43                ,       8123.0             ,          166 ,                 7 ,      152 ,       75.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   2
2022-06-17 ,      1 ,       2 ,6                    ,       8229.0             ,          172 ,                 6 ,      106 ,       75.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   1
2022-06-20 ,      1 ,       2 ,13_28                ,       8260.0             ,          175 ,                 3 ,       31 ,       75.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   2
2022-06-23 ,      1 ,       2 ,40                   ,       8295.0             ,          178 ,                 3 ,       35 ,       75.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   1
2022-06-27 ,      1 ,       2 ,33                   ,       8357.0             ,          182 ,                 4 ,       62 ,       75.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   1
2022-07-04 ,      1 ,       2 ,12_32                ,       8406.0             ,          189 ,                 7 ,       49 ,       75.5 ,          22.8 ,           25.5 ,         23.1 ,         24.0 ,                   2
2021-12-27 ,      1 ,       3 ,45_91                ,       4699.0             ,            0 ,                25 ,      377 ,       57.5 ,          22.8 ,           25.5 ,         24.9 ,         24.3 ,                   2
2022-01-17 ,      1 ,       3 ,81_120               ,       5095.0             ,           21 ,                21 ,      396 ,       59.5 ,          22.8 ,           25.5 ,         24.9 ,         24.3 ,                   2
2022-03-28 ,      1 ,       3 ,47_89                ,       6464.534562482281  ,           91 ,                70 ,     1369 ,       63.5 ,          22.8 ,           25.5 ,         24.9 ,         24.3 ,                   2
2022-04-18 ,      1 ,       3 ,41_79                ,       6874.0             ,          112 ,                21 ,      409 ,       65.5 ,          22.8 ,           25.5 ,         24.9 ,         24.3 ,                   2
2022-05-02 ,      1 ,       3 ,15_117               ,       7129.0             ,          126 ,                14 ,      255 ,       70.5 ,          22.8 ,           25.5 ,         24.9 ,         24.3 ,                   2
2022-05-06 ,      1 ,       3 ,98_104               ,       7483.0             ,          130 ,                 4 ,      354 ,       70.5 ,          22.8 ,           25.5 ,         24.9 ,         24.3 ,                   2
2022-05-18 ,      1 ,       3 ,6_117                ,       7428.0             ,          142 ,                12 ,      193 ,       70.5 ,          22.8 ,           25.5 ,         24.9 ,         24.3 ,                   2
2022-05-23 ,      1 ,       3 ,26_36                ,       7504.0             ,          147 ,                 5 ,       76 ,       70.5 ,          22.8 ,           25.5 ,         24.9 ,         24.3 ,                   2
2022-05-31 ,      1 ,       3 ,21_94_120            ,       7654.0             ,          155 ,                 8 ,      150 ,       70.5 ,          22.8 ,           25.5 ,         24.9 ,         24.3 ,                   3
2022-06-14 ,      1 ,       3 ,58_116               ,       7911.0             ,          169 ,                14 ,      257 ,       70.5 ,          22.8 ,           25.5 ,         24.9 ,         24.3 ,                   2
2022-06-24 ,      1 ,       3 ,2_81_111             ,       8086.0             ,          179 ,                10 ,      175 ,       75.5 ,          22.8 ,           25.5 ,         24.9 ,         24.3 ,                   3
2022-02-03 ,      1 ,       4 ,30_33                ,       6122.602649478295  ,           38 ,                25 ,      377 ,       63.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-02-17 ,      1 ,       4 ,78_98                ,       6322.833410491079  ,           52 ,                14 ,      200 ,       63.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-03-04 ,      1 ,       4 ,14_24                ,       6537.366368719063  ,           67 ,                15 ,      214 ,       65.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-03-07 ,      1 ,       4 ,8_96                 ,       6580.272960364659  ,           70 ,                 3 ,       42 ,       65.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-03-26 ,      1 ,       4 ,76_83                ,       6852.014707453438  ,           89 ,                19 ,      271 ,       65.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-04-18 ,      1 ,       4 ,81_119               ,       7180.965243403012  ,          112 ,                23 ,      328 ,       70.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-05-02 ,      1 ,       4 ,43_74                ,       7381.196004415797  ,          126 ,                14 ,      200 ,       70.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-05-11 ,      1 ,       4 ,26_92                ,       7509.915779352586  ,          135 ,                 9 ,      128 ,       70.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-05-21 ,      1 ,       4 ,45_82                ,       7652.937751504575  ,          145 ,                10 ,      143 ,       70.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-05-25 ,      1 ,       4 ,20_25                ,       7710.146540365371  ,          149 ,                 4 ,       57 ,       70.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-05-30 ,      1 ,       4 ,40_73                ,       7781.657526441365  ,          154 ,                 5 ,       71 ,       70.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-06-06 ,      1 ,       4 ,65_120               ,       7881.772906947757  ,          161 ,                 7 ,      100 ,       70.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-06-20 ,      1 ,       4 ,108_118              ,       8154.0             ,          175 ,                14 ,      272 ,       75.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-06-27 ,      1 ,       4 ,36                   ,       8262.0             ,          182 ,                 7 ,      108 ,       75.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   1
2022-07-08 ,      1 ,       4 ,3_15                 ,       8394.0             ,          193 ,                11 ,      132 ,       75.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-07-16 ,      1 ,       4 ,48_100               ,       8482.0             ,          201 ,                 8 ,       88 ,       75.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-07-30 ,      1 ,       4 ,10_41                ,       8526.0             ,          215 ,                14 ,       44 ,       75.5 ,          22.8 ,           25.5 ,         24.0 ,         24.9 ,                   2
2022-01-14 ,      1 ,       5 ,27_45                ,       4973.0             ,           18 ,                25 ,      377 ,       57.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   2
2022-02-10 ,      1 ,       5 ,58_105               ,       5403.0             ,           45 ,                27 ,      430 ,       59.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   2
2022-03-26 ,      1 ,       5 ,121_98               ,       6216.0             ,           89 ,                44 ,      813 ,       63.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   2
2022-04-16 ,      1 ,       5 ,119_106              ,       7178.0             ,          110 ,                21 ,      962 ,       70.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   2
2022-05-06 ,      1 ,       5 ,72_104               ,       7540.0             ,          130 ,                20 ,      362 ,       70.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   2
2022-05-13 ,      1 ,       5 ,87                   ,       7639.0             ,          137 ,                 7 ,       99 ,       70.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   1
2022-05-21 ,      1 ,       5 ,41                   ,       7797.0             ,          145 ,                 8 ,      158 ,       70.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   1
2022-05-23 ,      1 ,       5 ,63_68                ,       7836.0             ,          147 ,                 2 ,       39 ,       70.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   2
2022-05-31 ,      1 ,       5 ,17_31                ,       7983.0             ,          155 ,                 8 ,      147 ,       70.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   2
2022-06-11 ,      1 ,       5 ,117                  ,       8221.0             ,          166 ,                11 ,      238 ,       75.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   1
2022-06-16 ,      1 ,       5 ,78_82                ,       8302.0             ,          171 ,                 5 ,       81 ,       75.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   2
2022-06-25 ,      1 ,       5 ,34_66                ,       8472.0             ,          180 ,                 9 ,      170 ,       75.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   2
2022-07-07 ,      1 ,       5 ,44_50                ,       8611.0             ,          192 ,                12 ,      139 ,       75.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   2
2022-07-14 ,      1 ,       5 ,27_79                ,       8624.0             ,          199 ,                 7 ,       13 ,       75.5 ,          22.8 ,           25.5 ,         24.5 ,         24.3 ,                   2
2022-01-29 ,      1 ,       6 ,47_121               ,       5534.0             ,           33 ,                25 ,      377 ,       61.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-02-17 ,      1 ,       6 ,49_89                ,       5815.0             ,           52 ,                19 ,      281 ,       61.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-03-21 ,      1 ,       6 ,50_51                ,       6456.0             ,           84 ,                32 ,      641 ,       63.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-03-28 ,      1 ,       6 ,117_106              ,       6610.0             ,           91 ,                 7 ,      154 ,       65.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-04-11 ,      1 ,       6 ,28_38                ,       6828.0             ,          105 ,                14 ,      218 ,       65.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-04-28 ,      1 ,       6 ,69_76                ,       7075.0             ,          122 ,                17 ,      247 ,       70.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-05-06 ,      1 ,       6 ,73_107               ,       7236.0             ,          130 ,                 8 ,      161 ,       70.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-05-21 ,      1 ,       6 ,6_66                 ,       7509.0             ,          145 ,                15 ,      273 ,       70.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-05-24 ,      1 ,       6 ,110_116              ,       7556.0             ,          148 ,                 3 ,       47 ,       70.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-06-08 ,      1 ,       6 ,34_98                ,       7842.0             ,          163 ,                15 ,      286 ,       70.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-06-14 ,      1 ,       6 ,78_102               ,       7955.0             ,          169 ,                 6 ,      113 ,       70.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-06-25 ,      1 ,       6 ,81_83                ,       8149.0             ,          180 ,                11 ,      194 ,       75.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-06-29 ,      1 ,       6 ,36                   ,       8193.0             ,          184 ,                 4 ,       44 ,       75.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   1
2022-07-04 ,      1 ,       6 ,101_115              ,       8204.0             ,          189 ,                 5 ,       11 ,       75.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-07-07 ,      1 ,       6 ,79                   ,       8235.0             ,          192 ,                 3 ,       31 ,       75.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   1
2022-07-30 ,      1 ,       6 ,65_109               ,       8415.0             ,          215 ,                23 ,      180 ,       75.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-08-06 ,      1 ,       6 ,27_104               ,       8483.0             ,          222 ,                 7 ,       68 ,       75.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-08-24 ,      1 ,       6 ,19_41                ,       8641.0             ,          240 ,                18 ,      158 ,       75.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-08-31 ,      1 ,       6 ,26_68                ,       8698.0             ,          247 ,                 7 ,       57 ,       75.5 ,          22.8 ,           25.5 ,         25.3 ,         25.4 ,                   2
2022-02-17 ,      1 ,       7 ,25_92                ,       5848.0             ,           52 ,                25 ,      377 ,       61.5 ,          22.8 ,           25.5 ,         24.3 ,         25.2 ,                   2
2022-03-07 ,      1 ,       7 ,27_65                ,       6198.0             ,           70 ,                18 ,      350 ,       63.5 ,          22.8 ,           25.5 ,         24.3 ,         25.2 ,                   2
2022-04-16 ,      1 ,       7 ,76_4                 ,       6962.0             ,          110 ,                40 ,      764 ,       65.5 ,          22.8 ,           25.5 ,         24.3 ,         25.2 ,                   2
2022-05-02 ,      1 ,       7 ,30_53                ,       7225.0             ,          126 ,                16 ,      263 ,       70.5 ,          22.8 ,           25.5 ,         24.3 ,         25.2 ,                   2
2022-05-31 ,      1 ,       7 ,42_66                ,       7789.0             ,          155 ,                29 ,      564 ,       70.5 ,          22.8 ,           25.5 ,         24.3 ,         25.2 ,                   2
2022-06-10 ,      1 ,       7 ,31                   ,       7983.0             ,          165 ,                10 ,      194 ,       70.5 ,          22.8 ,           25.5 ,         24.3 ,         25.2 ,                   1
2022-06-14 ,      1 ,       7 ,11_60                ,       8052.0             ,          169 ,                 4 ,       69 ,       75.5 ,          22.8 ,           25.5 ,         24.3 ,         25.2 ,                   2
2022-06-17 ,      1 ,       7 ,109_117              ,       8099.0             ,          172 ,                 3 ,       47 ,       75.5 ,          22.8 ,           25.5 ,         24.3 ,         25.2 ,                   2
2022-07-16 ,      1 ,       7 ,91_106               ,       8446.67962621661   ,          201 ,                29 ,      347 ,       75.5 ,          22.8 ,           25.5 ,         24.3 ,         25.2 ,                   2
2022-08-22 ,      1 ,       7 ,119                  ,       8796.0             ,          238 ,                37 ,      349 ,       75.5 ,          22.8 ,           25.5 ,         24.3 ,         25.2 ,                   1
2022-01-29 ,      1 ,       8 ,11_102               ,       5380.0             ,           33 ,                25 ,      377 ,       59.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-03-31 ,      1 ,       8 ,84_96                ,       6627.0             ,           94 ,                61 ,     1247 ,       65.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-04-11 ,      1 ,       8 ,6_49                 ,       6788.0             ,          105 ,                11 ,      161 ,       65.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-05-02 ,      1 ,       8 ,68_97                ,       7107.0             ,          126 ,                21 ,      319 ,       70.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-05-23 ,      1 ,       8 ,119                  ,       7466.0             ,          147 ,                21 ,      359 ,       70.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   1
2022-05-25 ,      1 ,       8 ,78                   ,       7499.0             ,          149 ,                 2 ,       33 ,       70.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   1
2022-05-27 ,      1 ,       8 ,58                   ,       7531.0             ,          151 ,                 2 ,       32 ,       70.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   1
2022-06-06 ,      1 ,       8 ,21                   ,       7706.0             ,          161 ,                10 ,      175 ,       70.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   1
2022-06-16 ,      1 ,       8 ,3_82                 ,       7887.0             ,          171 ,                10 ,      181 ,       70.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-06-23 ,      1 ,       8 ,104                  ,       8008.0             ,          178 ,                 7 ,      121 ,       75.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   1
2022-07-14 ,      1 ,       8 ,12_100               ,       8255.0             ,          199 ,                21 ,      247 ,       75.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-08-19 ,      1 ,       8 ,41_43                ,        181.0             ,          235 ,                36 ,      544 ,       38.0 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-02-10 ,      1 ,       9 ,68_121               ,       5484.0             ,           45 ,                25 ,      377 ,       59.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-03-21 ,      1 ,       9 ,47_92                ,       6264.0             ,           84 ,                39 ,      780 ,       63.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-05-28 ,      1 ,       9 ,38_79                ,       7540.0             ,          152 ,                68 ,     1276 ,       70.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-05-31 ,      1 ,       9 ,24_106               ,       7588.0             ,          155 ,                 3 ,       48 ,       70.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-06-02 ,      1 ,       9 ,28_41                ,       7610.0             ,          157 ,                 2 ,       22 ,       70.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-06-23 ,      1 ,       9 ,45_58                ,       8011.0             ,          178 ,                21 ,      401 ,       75.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-07-07 ,      1 ,       9 ,19_119               ,       8181.0             ,          192 ,                14 ,      170 ,       75.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-07-18 ,      1 ,       9 ,2_104                ,       8219.088083513221  ,          203 ,                11 ,       38 ,       75.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-08-06 ,      1 ,       9 ,74_106               ,       8444.0             ,          222 ,                19 ,      224 ,       75.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-08-15 ,      1 ,       9 ,40_76                ,       8497.0             ,          231 ,                 9 ,       53 ,       75.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   2
2022-08-24 ,      1 ,       9 ,36                   ,       8547.0             ,          240 ,                 9 ,       50 ,       75.5 ,          22.8 ,           25.5 ,         24.7 ,         25.2 ,                   1
2022-02-11 ,      1 ,      10 ,103_100              ,       5457.0             ,           46 ,                25 ,      377 ,       59.5 ,          22.8 ,           25.5 ,         25.6 ,         25.4 ,                   2
2022-04-03 ,      1 ,      10 ,41_98                ,       6492.0             ,           97 ,                51 ,     1035 ,       63.5 ,          22.8 ,           25.5 ,         25.6 ,         25.4 ,                   2
2022-04-28 ,      1 ,      10 ,48_89                ,       6885.0             ,          122 ,                25 ,      393 ,       65.5 ,          22.8 ,           25.5 ,         25.6 ,         25.4 ,                   2
2022-05-02 ,      1 ,      10 ,67                   ,       6942.0             ,          126 ,                 4 ,       57 ,       65.5 ,          22.8 ,           25.5 ,         25.6 ,         25.4 ,                   1
2022-05-09 ,      1 ,      10 ,100_117              ,       7009.0             ,          133 ,                 7 ,       67 ,       70.5 ,          22.8 ,           25.5 ,         25.6 ,         25.4 ,                   2
2022-05-31 ,      1 ,      10 ,47_78                ,       7420.0             ,          155 ,                22 ,      411 ,       70.5 ,          22.8 ,           25.5 ,         25.6 ,         25.4 ,                   2
2022-06-20 ,      1 ,      10 ,51_92                ,       7786.0             ,          175 ,                20 ,      366 ,       70.5 ,          22.8 ,           25.5 ,         25.6 ,         25.4 ,                   2
2022-07-04 ,      1 ,      10 ,105_119              ,       7950.0             ,          189 ,                14 ,      164 ,       70.5 ,          22.8 ,           25.5 ,         25.6 ,         25.4 ,                   2
2022-07-16 ,      1 ,      10 ,84_96                ,       7980.0             ,          201 ,                12 ,       30 ,       70.5 ,          22.8 ,           25.5 ,         25.6 ,         25.4 ,                   2
2022-08-10 ,      1 ,      10 ,13_65                ,       8324.0             ,          226 ,                25 ,      344 ,       75.5 ,          22.8 ,           25.5 ,         25.6 ,         25.4 ,                   2
2022-01-09 ,      1 ,      11 ,98_97                ,       4598.0             ,           13 ,                25 ,      377 ,       57.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-02-17 ,      1 ,      11 ,39_89                ,       5374.0             ,           52 ,                39 ,      776 ,       59.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-03-07 ,      1 ,      11 ,6_87                 ,       5722.0             ,           70 ,                18 ,      348 ,       61.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-03-28 ,      1 ,      11 ,15_111               ,       6174.0             ,           91 ,                21 ,      452 ,       63.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-04-18 ,      1 ,      11 ,13_116               ,       6532.0             ,          112 ,                21 ,      358 ,       65.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-04-29 ,      1 ,      11 ,38_24                ,       6713.0             ,          123 ,                11 ,      181 ,       65.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-05-04 ,      1 ,      11 ,10_23                ,       6815.0             ,          128 ,                 5 ,      102 ,       65.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-05-13 ,      1 ,      11 ,12_21                ,       6956.0             ,          137 ,                 9 ,      141 ,       65.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-05-19 ,      1 ,      11 ,21_117               ,       7070.0             ,          143 ,                 6 ,      114 ,       70.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-06-18 ,      1 ,      11 ,113_115              ,       7633.0             ,          173 ,                30 ,      563 ,       70.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-07-05 ,      1 ,      11 ,17_101               ,       7864.0             ,          190 ,                17 ,      231 ,       70.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-07-16 ,      1 ,      11 ,66_76                ,       8175.0             ,          201 ,                11 ,      311 ,       75.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-08-06 ,      1 ,      11 ,60_78                ,       8137.0             ,          222 ,                21 ,      324 ,       75.5 ,          23.4 ,           24.1 ,         25.2 ,         25.9 ,                   2
2022-01-14 ,      1 ,      12 ,46_80                ,       4930.0             ,           18 ,                25 ,      377 ,       57.5 ,          23.4 ,           24.1 ,         25.2 ,         25.0 ,                   2
2022-03-26 ,      1 ,      12 ,77_81                ,       6329.0             ,           89 ,                71 ,     1399 ,       63.5 ,          23.4 ,           24.1 ,         25.2 ,         25.0 ,                   2
2022-05-04 ,      1 ,      12 ,20_37                ,       7035.0             ,          128 ,                39 ,      706 ,       70.5 ,          23.4 ,           24.1 ,         25.2 ,         25.0 ,                   2
2022-05-13 ,      1 ,      12 ,34_98                ,       7174.0             ,          137 ,                 9 ,      139 ,       70.5 ,          23.4 ,           24.1 ,         25.2 ,         25.0 ,                   2
2022-06-02 ,      1 ,      12 ,52_77                ,       7556.0             ,          157 ,                20 ,      382 ,       70.5 ,          23.4 ,           24.1 ,         25.2 ,         25.0 ,                   2
2022-07-01 ,      1 ,      12 ,30_47                ,       8064.0             ,          186 ,                29 ,      508 ,       75.5 ,          23.4 ,           24.1 ,         25.2 ,         25.0 ,                   2
2022-04-03 ,      1 ,      13 ,42                   ,       6497.0             ,           97 ,                25 ,      377 ,       63.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   1
2022-04-18 ,      1 ,      13 ,89                   ,       6716.0             ,          112 ,                15 ,      219 ,       65.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   1
2022-05-15 ,      1 ,      13 ,12                   ,       7212.0             ,          139 ,                27 ,      496 ,       70.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   1
2022-05-16 ,      1 ,      13 ,91                   ,       7226.0             ,          140 ,                 1 ,       14 ,       70.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   1
2022-05-18 ,      1 ,      13 ,100                  ,       7231.0             ,          142 ,                 2 ,        5 ,       70.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   1
2022-05-25 ,      1 ,      13 ,102                  ,       7349.0             ,          149 ,                 7 ,      118 ,       70.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   1
2022-05-27 ,      1 ,      13 ,58                   ,       7371.0             ,          151 ,                 2 ,       22 ,       70.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   1
2022-05-29 ,      1 ,      13 ,56                   ,       7412.0             ,          153 ,                 2 ,       41 ,       70.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   1
2022-06-02 ,      1 ,      13 ,113                  ,       7482.0             ,          157 ,                 4 ,       70 ,       70.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   1
2022-06-07 ,      1 ,      13 ,92                   ,       7561.0             ,          162 ,                 5 ,       79 ,       70.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   1
2022-06-09 ,      1 ,      13 ,7_53                 ,       7595.0             ,          164 ,                 2 ,       34 ,       70.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   2
2022-06-23 ,      1 ,      13 ,24_64                ,       7847.0             ,          178 ,                14 ,      252 ,       70.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   2
2022-07-08 ,      1 ,      13 ,10_20                ,       8037.0             ,          193 ,                15 ,      190 ,       75.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   2
2022-08-03 ,      1 ,      13 ,33_120               ,       8272.0             ,          219 ,                26 ,      235 ,       75.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   2
2022-08-06 ,      1 ,      13 ,19_104               ,       8303.0             ,          222 ,                 3 ,       31 ,       75.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   2
2022-08-24 ,      1 ,      13 ,23_40_108            ,       8446.0             ,          240 ,                18 ,      143 ,       75.5 ,          23.4 ,           24.1 ,         29.2 ,         27.4 ,                   3
2022-04-09 ,      1 ,      14 ,21_58                ,       6520.0             ,          103 ,                25 ,      377 ,       65.5 ,          23.4 ,           24.1 ,         28.1 ,         28.1 ,                   2
2022-04-26 ,      1 ,      14 ,66_26                ,       6844.0             ,          120 ,                17 ,      324 ,       65.5 ,          23.4 ,           24.1 ,         28.1 ,         28.1 ,                   2
2022-05-13 ,      1 ,      14 ,14_19                ,       7145.0             ,          137 ,                17 ,      301 ,       70.5 ,          23.4 ,           24.1 ,         28.1 ,         28.1 ,                   2
2022-05-15 ,      1 ,      14 ,51                   ,       7180.0             ,          139 ,                 2 ,       35 ,       70.5 ,          23.4 ,           24.1 ,         28.1 ,         28.1 ,                   1
2022-06-01 ,      1 ,      14 ,55_68                ,       7446.0             ,          156 ,                17 ,      266 ,       70.5 ,          23.4 ,           24.1 ,         28.1 ,         28.1 ,                   2
2022-06-06 ,      1 ,      14 ,9_49                 ,       7584.0             ,          161 ,                 5 ,      138 ,       70.5 ,          23.4 ,           24.1 ,         28.1 ,         28.1 ,                   2
